,eid,timestamp,lifecycle,resource,activity,material,purchase_requisition,quotation,purchase_order,goods_receipt,invoice_receipt,payment
184,event:399,2022-04-28T10:03:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:20'],['invoice receipt:15'],
185,event:402,2022-04-28T12:25:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:72'],['purchase_requisition:30:pr_trigger_30'],,,,,
186,event:404,2022-04-28T12:51:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:10'],['goods receipt:9'],,
187,event:407,2022-04-28T13:14:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:20'],['purchase_order:32'],,,
188,event:409,2022-04-28T14:35:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:14:pr_trigger_14'],['quotation:15'],,,,
189,event:413,2022-04-28T15:16:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:17'],['invoice receipt:14'],
190,event:414,2022-04-28T15:39:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:24:pr_trigger_24'],['quotation:22'],,,,
191,event:415,2022-04-28T15:54:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:8'],['purchase_order:11'],,,
192,event:416,2022-04-28T20:36:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:6'],['goods receipt:11'],,
193,event:417,2022-04-28T22:16:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:4'],['goods receipt:3'],['invoice receipt:3'],['payment:0']
194,event:418,2022-04-28T23:14:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:15'],['purchase_order:34'],,,
195,event:419,2022-04-29T00:11:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:20'],['purchase_order:33'],,,
196,event:420,2022-04-29T02:04:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:6', 'purchase_order:5']","['goods receipt:12', 'goods receipt:13', 'goods receipt:11']",['invoice receipt:11'],['payment:7']
197,event:421,2022-04-29T05:32:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:16'],['purchase_order:27'],,,
198,event:422,2022-04-29T06:03:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:9'],['invoice receipt:17'],
199,event:423,2022-04-29T06:56:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:19'],['goods receipt:23'],,
200,event:444,2022-04-29T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:17'],['invoice receipt:14'],
201,event:445,2022-04-29T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:9'],['invoice receipt:17'],
202,event:447,2022-04-29T07:24:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:70', 'material:71', 'material:69']",['purchase_requisition:29:pr_trigger_29'],,,,,
203,event:449,2022-04-29T08:02:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:73', 'material:74', 'material:75', 'material:76']",['purchase_requisition:31:pr_trigger_31'],,,,,
204,event:451,2022-04-29T09:31:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:79'],['purchase_requisition:33:pr_trigger_33'],,,,,
205,event:453,2022-04-29T13:29:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:15'],['purchase_order:36'],,,
206,event:455,2022-04-29T14:58:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:21'],['purchase_order:30'],,,
207,event:459,2022-04-29T15:19:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:77', 'material:78']",['purchase_requisition:32:pr_trigger_32'],,,,,
208,event:460,2022-04-29T16:58:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:15'],['purchase_order:36'],,,
209,event:461,2022-04-29T17:25:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:72'],['purchase_requisition:30:pr_trigger_30'],,,,,
210,event:462,2022-04-29T18:06:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:15'],['purchase_order:35'],,,
211,event:463,2022-04-29T19:29:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:27'],['goods receipt:28'],,
212,event:464,2022-04-29T20:01:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:12'],['goods receipt:26'],,
213,event:465,2022-04-29T20:29:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:21'],['goods receipt:17'],['invoice receipt:14'],['payment:9']
214,event:466,2022-04-29T23:34:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:11'],['goods receipt:24'],,
215,event:467,2022-04-30T02:18:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:15'],['purchase_order:34'],,,
216,event:468,2022-04-30T04:48:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:30'],['goods receipt:31'],,
217,event:469,2022-04-30T05:04:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:16'],['goods receipt:16'],,
218,event:470,2022-04-30T05:04:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:12'],['goods receipt:25'],,
219,event:471,2022-04-30T06:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:12'],['goods receipt:24'],,
220,event:472,2022-04-30T07:25:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:22'],['purchase_order:37'],,,
221,event:473,2022-04-30T07:59:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:20'],['purchase_order:32'],,,
222,event:474,2022-04-30T10:54:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:10'],['invoice receipt:17'],
223,event:475,2022-04-30T11:41:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:67', 'material:66']",['purchase_requisition:27:pr_trigger_27'],,,,,
224,event:476,2022-04-30T13:20:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:79'],['purchase_requisition:33:pr_trigger_33'],,,,,
225,event:477,2022-04-30T15:07:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:19'],['purchase_order:29'],,,
226,event:478,2022-04-30T15:52:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:29:pr_trigger_29'],['quotation:24'],,,,
227,event:479,2022-04-30T17:35:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:13'],['purchase_order:22'],,,
228,event:480,2022-04-30T19:58:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:27'],['goods receipt:29'],,
229,event:481,2022-04-30T21:56:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:68'],['purchase_requisition:28:pr_trigger_28'],,,,,
230,event:482,2022-05-01T02:26:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:73', 'material:74', 'material:75', 'material:76']",['purchase_requisition:31:pr_trigger_31'],,,,,
231,event:483,2022-05-01T06:26:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:19'],['purchase_order:28'],,,
232,event:484,2022-05-01T09:35:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:65', 'material:63', 'material:64', 'material:62']",['purchase_requisition:26:pr_trigger_26'],,,,,
233,event:485,2022-05-01T10:03:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:20'],['goods receipt:22'],,
234,event:486,2022-05-01T15:22:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:20'],['purchase_order:31'],,,
235,event:487,2022-05-01T16:56:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:26'],['goods receipt:28'],,
236,event:488,2022-05-01T22:10:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:49'],['purchase_requisition:20:pr_trigger_20'],,,,,
237,event:518,2022-05-02T07:04:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:16'],['invoice receipt:19'],
238,event:520,2022-05-02T07:07:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:24'],['purchase_order:38'],,,
239,event:522,2022-05-02T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:10'],['invoice receipt:17'],
240,event:524,2022-05-02T07:14:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:16'],['invoice receipt:19'],
241,event:525,2022-05-02T09:55:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:26'],['invoice receipt:22'],
242,event:527,2022-05-02T10:05:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:26'],['invoice receipt:22'],
243,event:528,2022-05-02T10:42:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:80', 'material:81']",['purchase_requisition:34:pr_trigger_34'],,,,,
244,event:530,2022-05-02T10:54:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:27'],['goods receipt:27'],,
245,event:534,2022-05-02T14:08:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:24'],['purchase_order:38'],,,
246,event:535,2022-05-02T14:28:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:30'],['goods receipt:32'],,
247,event:536,2022-05-02T16:03:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:18'],['goods receipt:20'],['invoice receipt:15'],['payment:8']
248,event:537,2022-05-02T17:25:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:20'],['purchase_order:31'],,,
249,event:538,2022-05-02T17:53:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:11'],['goods receipt:26'],,
250,event:539,2022-05-02T18:20:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:25'],['invoice receipt:22'],
251,event:540,2022-05-02T18:30:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:24'],['purchase_order:39'],,,
252,event:541,2022-05-02T19:08:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:27'],['invoice receipt:27'],
253,event:542,2022-05-02T19:48:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:22'],['purchase_order:37'],,,
254,event:543,2022-05-02T19:51:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:20'],['goods receipt:23'],,
255,event:544,2022-05-02T20:31:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:20:pr_trigger_20'],['quotation:31'],,,,
256,event:545,2022-05-02T20:34:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:15'],['invoice receipt:19'],
257,event:546,2022-05-02T21:15:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:26'],['goods receipt:29'],,
258,event:547,2022-05-03T01:50:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:24'],['invoice receipt:22'],
259,event:548,2022-05-03T01:56:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:82', 'material:83']",['purchase_requisition:35:pr_trigger_35'],,,,,
260,event:549,2022-05-03T02:35:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:56', 'material:55']",['purchase_requisition:23:pr_trigger_23'],,,,,
261,event:550,2022-05-03T06:57:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:28'],['invoice receipt:27'],
262,event:564,2022-05-03T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:25'],['invoice receipt:22'],
263,event:565,2022-05-03T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:27'],['invoice receipt:27'],
264,event:566,2022-05-03T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:15'],['invoice receipt:19'],
265,event:567,2022-05-03T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:24'],['invoice receipt:22'],
266,event:568,2022-05-03T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:28'],['invoice receipt:27'],
267,event:571,2022-05-03T07:58:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:22'],['invoice receipt:24'],
268,event:573,2022-05-03T08:08:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:22'],['invoice receipt:24'],
269,event:574,2022-05-03T08:12:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:88', 'material:89', 'material:87']",['purchase_requisition:37:pr_trigger_37'],,,,,
270,event:576,2022-05-03T08:50:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,"['material:88', 'material:89', 'material:87']",['purchase_requisition:37:pr_trigger_37'],,,,,
271,event:578,2022-05-03T09:00:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:22'],['goods receipt:33'],,
272,event:579,2022-05-03T09:14:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:84', 'material:86', 'material:85']",['purchase_requisition:36:pr_trigger_36'],,,,,
273,event:581,2022-05-03T09:17:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,"['material:84', 'material:86', 'material:85']",['purchase_requisition:36:pr_trigger_36'],,,,,
274,event:583,2022-05-03T10:48:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:30'],['goods receipt:30'],,
275,event:587,2022-05-03T10:56:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:30'],['invoice receipt:30'],
276,event:589,2022-05-03T11:06:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:30'],['invoice receipt:30'],
277,event:590,2022-05-03T12:26:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:12', 'purchase_order:11']","['goods receipt:24', 'goods receipt:25', 'goods receipt:26']",['invoice receipt:22'],['payment:12']
278,event:592,2022-05-03T13:05:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:14'],['goods receipt:19'],,
279,event:595,2022-05-03T13:58:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:18'],['goods receipt:20'],['invoice receipt:15'],['payment:8']
280,event:596,2022-05-03T14:18:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:24'],['purchase_order:39'],,,
281,event:603,2022-05-03T16:46:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:31'],['purchase_order:40'],,,
282,event:604,2022-05-03T18:29:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:31'],['invoice receipt:30'],
283,event:605,2022-05-03T18:31:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:12', 'purchase_order:11']","['goods receipt:24', 'goods receipt:25', 'goods receipt:26']",['invoice receipt:22'],['payment:12']
284,event:606,2022-05-03T20:44:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:36:pr_trigger_36'],['quotation:34'],,,,
285,event:607,2022-05-03T20:45:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:33:pr_trigger_33'],['quotation:27'],,,,
286,event:608,2022-05-03T22:55:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:77', 'material:78']",['purchase_requisition:32:pr_trigger_32'],,,,,
287,event:609,2022-05-03T23:30:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:14'],['goods receipt:18'],,
288,event:610,2022-05-04T02:00:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:20'],['purchase_order:33'],,,
