,eid,activity,timestamp,CreatedBy,ApprovedBy,PostedBy,ScreenedBy,Outcome,Result,Decision,JobRequisition,HiringManager,Recruiter,Candidate,Assessment,Interviewer
232,E0000233,Approve Job Requisition,2024-10-06 06:07:17.823636+00:00,,HR,,,,,,['JR078'],,,,,
233,E0000234,Post Job Opening,2024-10-06 07:03:17.823636+00:00,,,R009,,,,,['JR078'],,['R009'],,,
234,E0000235,Create Job Requisition,2024-10-06 07:03:17.823636+00:00,HM009,,,,,,,['JR079'],['HM009'],,,,
235,E0000236,Approve Job Requisition,2024-10-06 07:22:17.823636+00:00,,HR,,,,,,['JR079'],,,,,
236,E0000237,Post Job Opening,2024-10-06 07:58:17.823636+00:00,,,R007,,,,,['JR079'],,['R007'],,,
237,E0000238,Create Job Requisition,2024-10-06 07:58:17.823636+00:00,HM014,,,,,,,['JR080'],['HM014'],,,,
238,E0000239,Approve Job Requisition,2024-10-06 08:49:17.823636+00:00,,HR,,,,,,['JR080'],,,,,
239,E0000240,Post Job Opening,2024-10-06 09:05:17.823636+00:00,,,R010,,,,,['JR080'],,['R010'],,,
240,E0000241,Create Job Requisition,2024-10-06 09:05:17.823636+00:00,HM016,,,,,,,['JR081'],['HM016'],,,,
241,E0000242,Approve Job Requisition,2024-10-06 09:46:17.823636+00:00,,HR,,,,,,['JR081'],,,,,
242,E0000243,Post Job Opening,2024-10-06 10:35:17.823636+00:00,,,R003,,,,,['JR081'],,['R003'],,,
243,E0000244,Create Job Requisition,2024-10-06 10:35:17.823636+00:00,HM016,,,,,,,['JR082'],['HM016'],,,,
244,E0000245,Approve Job Requisition,2024-10-06 11:11:17.823636+00:00,,HR,,,,,,['JR082'],,,,,
245,E0000246,Post Job Opening,2024-10-06 11:38:17.823636+00:00,,,R003,,,,,['JR082'],,['R003'],,,
246,E0000247,Create Job Requisition,2024-10-06 11:38:17.823636+00:00,HM008,,,,,,,['JR083'],['HM008'],,,,
247,E0000248,Approve Job Requisition,2024-10-06 11:50:17.823636+00:00,,HR,,,,,,['JR083'],,,,,
248,E0000249,Post Job Opening,2024-10-06 12:44:17.823636+00:00,,,R003,,,,,['JR083'],,['R003'],,,
249,E0000250,Create Job Requisition,2024-10-06 12:44:17.823636+00:00,HM015,,,,,,,['JR084'],['HM015'],,,,
250,E0000251,Approve Job Requisition,2024-10-06 13:17:17.823636+00:00,,HR,,,,,,['JR084'],,,,,
251,E0000252,Post Job Opening,2024-10-06 13:40:17.823636+00:00,,,R002,,,,,['JR084'],,['R002'],,,
252,E0000253,Create Job Requisition,2024-10-06 13:40:17.823636+00:00,HM018,,,,,,,['JR085'],['HM018'],,,,
253,E0000254,Approve Job Requisition,2024-10-06 14:18:17.823636+00:00,,HR,,,,,,['JR085'],,,,,
254,E0000255,Post Job Opening,2024-10-06 14:56:17.823636+00:00,,,R010,,,,,['JR085'],,['R010'],,,
255,E0000256,Create Job Requisition,2024-10-06 14:56:17.823636+00:00,HM005,,,,,,,['JR086'],['HM005'],,,,
256,E0000257,Approve Job Requisition,2024-10-06 15:21:17.823636+00:00,,HR,,,,,,['JR086'],,,,,
257,E0000258,Post Job Opening,2024-10-06 15:54:17.823636+00:00,,,R007,,,,,['JR086'],,['R007'],,,
258,E0000259,Create Job Requisition,2024-10-06 15:54:17.823636+00:00,HM013,,,,,,,['JR087'],['HM013'],,,,
259,E0000260,Approve Job Requisition,2024-10-06 16:10:17.823636+00:00,,HR,,,,,,['JR087'],,,,,
260,E0000261,Post Job Opening,2024-10-06 17:03:17.823636+00:00,,,R010,,,,,['JR087'],,['R010'],,,
261,E0000262,Create Job Requisition,2024-10-06 17:03:17.823636+00:00,HM007,,,,,,,['JR088'],['HM007'],,,,
262,E0000263,Approve Job Requisition,2024-10-06 17:36:17.823636+00:00,,HR,,,,,,['JR088'],,,,,
263,E0000264,Post Job Opening,2024-10-06 18:20:17.823636+00:00,,,R004,,,,,['JR088'],,['R004'],,,
264,E0000265,Create Job Requisition,2024-10-06 18:20:17.823636+00:00,HM020,,,,,,,['JR089'],['HM020'],,,,
265,E0000266,Approve Job Requisition,2024-10-06 19:11:17.823636+00:00,,HR,,,,,,['JR089'],,,,,
266,E0000267,Post Job Opening,2024-10-06 19:43:17.823636+00:00,,,R008,,,,,['JR089'],,['R008'],,,
267,E0000268,Create Job Requisition,2024-10-06 19:43:17.823636+00:00,HM017,,,,,,,['JR090'],['HM017'],,,,
268,E0000269,Approve Job Requisition,2024-10-06 19:56:17.823636+00:00,,HR,,,,,,['JR090'],,,,,
269,E0000270,Post Job Opening,2024-10-06 20:31:17.823636+00:00,,,R010,,,,,['JR090'],,['R010'],,,
270,E0000271,Create Job Requisition,2024-10-06 20:31:17.823636+00:00,HM005,,,,,,,['JR091'],['HM005'],,,,
271,E0000272,Approve Job Requisition,2024-10-06 20:58:17.823636+00:00,,HR,,,,,,['JR091'],,,,,
272,E0000273,Post Job Opening,2024-10-06 21:20:17.823636+00:00,,,R003,,,,,['JR091'],,['R003'],,,
273,E0000274,Create Job Requisition,2024-10-06 21:20:17.823636+00:00,HM003,,,,,,,['JR092'],['HM003'],,,,
274,E0000275,Approve Job Requisition,2024-10-06 21:37:17.823636+00:00,,HR,,,,,,['JR092'],,,,,
275,E0000276,Post Job Opening,2024-10-06 22:16:17.823636+00:00,,,R004,,,,,['JR092'],,['R004'],,,
276,E0000277,Create Job Requisition,2024-10-06 22:16:17.823636+00:00,HM009,,,,,,,['JR093'],['HM009'],,,,
277,E0000278,Approve Job Requisition,2024-10-06 22:31:17.823636+00:00,,HR,,,,,,['JR093'],,,,,
278,E0000279,Post Job Opening,2024-10-06 23:23:17.823636+00:00,,,R008,,,,,['JR093'],,['R008'],,,
279,E0000280,Create Job Requisition,2024-10-06 23:23:17.823636+00:00,HM014,,,,,,,['JR094'],['HM014'],,,,
280,E0000281,Approve Job Requisition,2024-10-06 23:46:17.823636+00:00,,HR,,,,,,['JR094'],,,,,
281,E0000282,Post Job Opening,2024-10-07 00:37:17.823636+00:00,,,R005,,,,,['JR094'],,['R005'],,,
282,E0000283,Create Job Requisition,2024-10-07 00:37:17.823636+00:00,HM011,,,,,,,['JR095'],['HM011'],,,,
283,E0000284,Approve Job Requisition,2024-10-07 01:27:17.823636+00:00,,HR,,,,,,['JR095'],,,,,
284,E0000285,Post Job Opening,2024-10-07 02:15:17.823636+00:00,,,R008,,,,,['JR095'],,['R008'],,,
285,E0000286,Create Job Requisition,2024-10-07 02:15:17.823636+00:00,HM017,,,,,,,['JR096'],['HM017'],,,,
286,E0000287,Approve Job Requisition,2024-10-07 02:26:17.823636+00:00,,HR,,,,,,['JR096'],,,,,
287,E0000288,Post Job Opening,2024-10-07 02:39:17.823636+00:00,,,R005,,,,,['JR096'],,['R005'],,,
288,E0000289,Create Job Requisition,2024-10-07 02:39:17.823636+00:00,HM009,,,,,,,['JR097'],['HM009'],,,,
289,E0000290,Approve Job Requisition,2024-10-07 03:39:17.823636+00:00,,HR,,,,,,['JR097'],,,,,
290,E0000291,Post Job Opening,2024-10-07 04:10:17.823636+00:00,,,R001,,,,,['JR097'],,['R001'],,,
291,E0000292,Create Job Requisition,2024-10-07 04:10:17.823636+00:00,HM001,,,,,,,['JR098'],['HM001'],,,,
292,E0000293,Approve Job Requisition,2024-10-07 04:35:17.823636+00:00,,HR,,,,,,['JR098'],,,,,
293,E0000294,Post Job Opening,2024-10-07 04:53:17.823636+00:00,,,R008,,,,,['JR098'],,['R008'],,,
294,E0000295,Create Job Requisition,2024-10-07 04:53:17.823636+00:00,HM010,,,,,,,['JR099'],['HM010'],,,,
295,E0000296,Approve Job Requisition,2024-10-07 05:53:17.823636+00:00,,HR,,,,,,['JR099'],,,,,
296,E0000297,Post Job Opening,2024-10-07 06:39:17.823636+00:00,,,R005,,,,,['JR099'],,['R005'],,,
297,E0000298,Create Job Requisition,2024-10-07 06:39:17.823636+00:00,HM010,,,,,,,['JR100'],['HM010'],,,,
298,E0000299,Approve Job Requisition,2024-10-07 07:02:17.823636+00:00,,HR,,,,,,['JR100'],,,,,
299,E0000300,Post Job Opening,2024-10-07 07:16:17.823636+00:00,,,R009,,,,,['JR100'],,['R009'],,,
300,E0000301,Submit Application,2024-10-07 07:52:17.823636+00:00,,,,,,,,['JR098'],,,['C00001'],,
301,E0000302,Screen Resume,2024-10-07 09:52:17.823636+00:00,,,,R008,,,,,,['R008'],['C00001'],,
302,E0000303,Send Rejection Letter,2024-10-07 17:52:17.823636+00:00,,,,,,,,,,,['C00001'],,
303,E0000304,Submit Application,2024-10-07 18:42:17.823636+00:00,,,,,,,,['JR043'],,,['C00002'],,
304,E0000305,Screen Resume,2024-10-07 19:42:17.823636+00:00,,,,R008,,,,,,['R008'],['C00002'],,
305,E0000306,Schedule Initial Interview,2024-10-08 05:42:17.823636+00:00,,,,,,,,,,['R008'],['C00002'],,
306,E0000307,Conduct Initial Interview,2024-10-08 22:42:17.823636+00:00,,,,,Fail,,,,,['R008'],['C00002'],,
307,E0000308,Send Rejection Letter,2024-10-09 04:42:17.823636+00:00,,,,,,,,,,,['C00002'],,
308,E0000309,Submit Application,2024-10-09 05:25:17.823636+00:00,,,,,,,,['JR015'],,,['C00003'],,
309,E0000310,Screen Resume,2024-10-09 05:56:17.823636+00:00,,,,R004,,,,,,['R004'],['C00003'],,
310,E0000311,Schedule Initial Interview,2024-10-09 21:56:17.823636+00:00,,,,,,,,,,['R004'],['C00003'],,
311,E0000312,Conduct Initial Interview,2024-10-11 15:56:17.823636+00:00,,,,,Pass,,,,,['R004'],['C00003'],,
312,E0000313,Send Assessment,2024-10-12 00:56:17.823636+00:00,,,,,,,,,,,['C00003'],['A00179'],
313,E0000314,Complete Assessment,2024-10-12 07:56:17.823636+00:00,,,,,,,,,,,['C00003'],['A00179'],
314,E0000315,Review Assessment,2024-10-13 00:56:17.823636+00:00,,,,,,Pass,,,['HM019'],,['C00003'],['A00179'],
315,E0000316,Schedule Panel Interview,2024-10-14 23:56:17.823636+00:00,,,,,,,,,,,['C00003'],,"['I005', 'I031', 'I029', 'I050']"
316,E0000317,Conduct Panel Interview,2024-10-21 10:56:17.823636+00:00,,,,,,,,,,,['C00003'],,"['I005', 'I031', 'I029', 'I050']"
317,E0000318,Evaluate Interview,2024-10-22 05:56:17.823636+00:00,,,,,,,Proceed,,['HM019'],,['C00003'],,
318,E0000319,Initiate Background Check,2024-10-22 20:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
319,E0000320,Complete Background Check,2024-10-31 20:56:17.823636+00:00,,,,,,Clear,,,,,['C00003'],,
320,E0000321,Prepare Offer Letter,2024-11-01 16:56:17.823636+00:00,,,,,,,,,['HM019'],,['C00003'],,
321,E0000322,Send Offer Letter,2024-11-01 18:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
322,E0000323,Candidate Accept Offer,2024-11-07 08:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
323,E0000324,Start Onboarding,2024-11-11 08:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
324,E0000325,Complete HR Paperwork,2024-11-11 09:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
325,E0000326,Attend Orientation Training,2024-11-11 13:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
326,E0000327,Complete Onboarding,2024-11-11 17:56:17.823636+00:00,,,,,,,,,,,['C00003'],,
327,E0000328,Submit Application,2024-11-11 17:58:17.823636+00:00,,,,,,,,['JR083'],,,['C00004'],,
328,E0000329,Screen Resume,2024-11-11 21:58:17.823636+00:00,,,,R003,,,,,,['R003'],['C00004'],,
329,E0000330,Send Rejection Letter,2024-11-12 11:58:17.823636+00:00,,,,,,,,,,,['C00004'],,
330,E0000331,Submit Application,2024-11-12 12:05:17.823636+00:00,,,,,,,,['JR088'],,,['C00005'],,
331,E0000332,Screen Resume,2024-11-12 16:05:17.823636+00:00,,,,R004,,,,,,['R004'],['C00005'],,
332,E0000333,Schedule Initial Interview,2024-11-12 22:05:17.823636+00:00,,,,,,,,,,['R004'],['C00005'],,
333,E0000334,Conduct Initial Interview,2024-11-14 16:05:17.823636+00:00,,,,,Pass,,,,,['R004'],['C00005'],,
334,E0000335,Send Assessment,2024-11-14 21:05:17.823636+00:00,,,,,,,,,,,['C00005'],['A00068'],
335,E0000336,Complete Assessment,2024-11-16 09:05:17.823636+00:00,,,,,,,,,,,['C00005'],['A00068'],
336,E0000337,Review Assessment,2024-11-16 12:05:17.823636+00:00,,,,,,Fail,,,['HM007'],,['C00005'],['A00068'],
337,E0000338,Send Rejection Letter,2024-11-17 08:05:17.823636+00:00,,,,,,,,,,,['C00005'],,
338,E0000339,Submit Application,2024-11-17 08:24:17.823636+00:00,,,,,,,,['JR068'],,,['C00006'],,
339,E0000340,Screen Resume,2024-11-17 12:24:17.823636+00:00,,,,R001,,,,,,['R001'],['C00006'],,
340,E0000341,Schedule Initial Interview,2024-11-19 09:24:17.823636+00:00,,,,,,,,,,['R001'],['C00006'],,
341,E0000342,Conduct Initial Interview,2024-11-20 00:24:17.823636+00:00,,,,,Pass,,,,,['R001'],['C00006'],,
342,E0000343,Send Assessment,2024-11-20 15:24:17.823636+00:00,,,,,,,,,,,['C00006'],['A00441'],
343,E0000344,Complete Assessment,2024-11-21 21:24:17.823636+00:00,,,,,,,,,,,['C00006'],['A00441'],
344,E0000345,Review Assessment,2024-11-22 15:24:17.823636+00:00,,,,,,Fail,,,['HM018'],,['C00006'],['A00441'],
345,E0000346,Send Rejection Letter,2024-11-23 05:24:17.823636+00:00,,,,,,,,,,,['C00006'],,
346,E0000347,Submit Application,2024-11-23 05:31:17.823636+00:00,,,,,,,,['JR094'],,,['C00007'],,
347,E0000348,Screen Resume,2024-11-23 08:31:17.823636+00:00,,,,R005,,,,,,['R005'],['C00007'],,
348,E0000349,Send Rejection Letter,2024-11-23 20:31:17.823636+00:00,,,,,,,,,,,['C00007'],,
349,E0000350,Submit Application,2024-11-23 21:15:17.823636+00:00,,,,,,,,['JR020'],,,['C00008'],,
350,E0000351,Screen Resume,2024-11-23 21:38:17.823636+00:00,,,,R007,,,,,,['R007'],['C00008'],,
351,E0000352,Schedule Initial Interview,2024-11-24 03:38:17.823636+00:00,,,,,,,,,,['R007'],['C00008'],,
352,E0000353,Conduct Initial Interview,2024-11-24 15:38:17.823636+00:00,,,,,Fail,,,,,['R007'],['C00008'],,
353,E0000354,Send Rejection Letter,2024-11-24 19:38:17.823636+00:00,,,,,,,,,,,['C00008'],,
354,E0000355,Submit Application,2024-11-24 20:26:17.823636+00:00,,,,,,,,['JR096'],,,['C00009'],,
355,E0000356,Screen Resume,2024-11-24 22:26:17.823636+00:00,,,,R005,,,,,,['R005'],['C00009'],,
356,E0000357,Schedule Initial Interview,2024-11-26 12:26:17.823636+00:00,,,,,,,,,,['R005'],['C00009'],,
357,E0000358,Conduct Initial Interview,2024-11-29 12:26:17.823636+00:00,,,,,Fail,,,,,['R005'],['C00009'],,
358,E0000359,Send Rejection Letter,2024-11-30 10:26:17.823636+00:00,,,,,,,,,,,['C00009'],,
359,E0000360,Submit Application,2024-11-30 10:53:17.823636+00:00,,,,,,,,['JR016'],,,['C00010'],,
360,E0000361,Screen Resume,2024-11-30 14:53:17.823636+00:00,,,,R004,,,,,,['R004'],['C00010'],,
361,E0000362,Send Rejection Letter,2024-12-01 14:53:17.823636+00:00,,,,,,,,,,,['C00010'],,
362,E0000363,Submit Application,2024-12-01 15:12:17.823636+00:00,,,,,,,,['JR007'],,,['C00011'],,
363,E0000364,Screen Resume,2024-12-01 18:12:17.823636+00:00,,,,R008,,,,,,['R008'],['C00011'],,
364,E0000365,Schedule Initial Interview,2024-12-03 03:12:17.823636+00:00,,,,,,,,,,['R008'],['C00011'],,
365,E0000366,Conduct Initial Interview,2024-12-04 07:12:17.823636+00:00,,,,,Pass,,,,,['R008'],['C00011'],,
366,E0000367,Send Assessment,2024-12-04 23:12:17.823636+00:00,,,,,,,,,,,['C00011'],['A00673'],
367,E0000368,Complete Assessment,2024-12-06 04:12:17.823636+00:00,,,,,,,,,,,['C00011'],['A00673'],
368,E0000369,Review Assessment,2024-12-06 07:12:17.823636+00:00,,,,,,Fail,,,['HM019'],,['C00011'],['A00673'],
369,E0000370,Send Rejection Letter,2024-12-06 11:12:17.823636+00:00,,,,,,,,,,,['C00011'],,
370,E0000371,Submit Application,2024-12-06 11:30:17.823636+00:00,,,,,,,,['JR098'],,,['C00012'],,
371,E0000372,Screen Resume,2024-12-06 15:30:17.823636+00:00,,,,R008,,,,,,['R008'],['C00012'],,
372,E0000373,Send Rejection Letter,2024-12-07 11:30:17.823636+00:00,,,,,,,,,,,['C00012'],,
373,E0000374,Submit Application,2024-12-07 12:14:17.823636+00:00,,,,,,,,['JR079'],,,['C00013'],,
374,E0000375,Screen Resume,2024-12-07 13:14:17.823636+00:00,,,,R007,,,,,,['R007'],['C00013'],,
375,E0000376,Send Rejection Letter,2024-12-08 11:14:17.823636+00:00,,,,,,,,,,,['C00013'],,
376,E0000377,Submit Application,2024-12-08 11:32:17.823636+00:00,,,,,,,,['JR089'],,,['C00014'],,
377,E0000378,Screen Resume,2024-12-08 14:32:17.823636+00:00,,,,R008,,,,,,['R008'],['C00014'],,
378,E0000379,Send Rejection Letter,2024-12-09 00:32:17.823636+00:00,,,,,,,,,,,['C00014'],,
379,E0000380,Submit Application,2024-12-09 00:55:17.823636+00:00,,,,,,,,['JR044'],,,['C00015'],,
380,E0000381,Screen Resume,2024-12-09 02:55:17.823636+00:00,,,,R005,,,,,,['R005'],['C00015'],,
381,E0000382,Schedule Initial Interview,2024-12-10 04:55:17.823636+00:00,,,,,,,,,,['R005'],['C00015'],,
382,E0000383,Conduct Initial Interview,2024-12-10 13:55:17.823636+00:00,,,,,Pass,,,,,['R005'],['C00015'],,
383,E0000384,Send Assessment,2024-12-11 10:55:17.823636+00:00,,,,,,,,,,,['C00015'],['A00759'],
384,E0000385,Complete Assessment,2024-12-11 14:55:17.823636+00:00,,,,,,,,,,,['C00015'],['A00759'],
385,E0000386,Review Assessment,2024-12-12 10:55:17.823636+00:00,,,,,,Pass,,,['HM014'],,['C00015'],['A00759'],
386,E0000387,Schedule Panel Interview,2024-12-13 07:55:17.823636+00:00,,,,,,,,,,,['C00015'],,"['I027', 'I030', 'I022']"
387,E0000388,Conduct Panel Interview,2024-12-18 05:55:17.823636+00:00,,,,,,,,,,,['C00015'],,"['I027', 'I030', 'I022']"
388,E0000389,Evaluate Interview,2024-12-18 15:55:17.823636+00:00,,,,,,,Reject,,['HM014'],,['C00015'],,
389,E0000390,Send Rejection Letter,2024-12-19 10:55:17.823636+00:00,,,,,,,,,,,['C00015'],,
390,E0000391,Submit Application,2024-12-19 11:01:17.823636+00:00,,,,,,,,['JR077'],,,['C00016'],,
391,E0000392,Screen Resume,2024-12-19 11:35:17.823636+00:00,,,,R004,,,,,,['R004'],['C00016'],,
392,E0000393,Schedule Initial Interview,2024-12-21 03:35:17.823636+00:00,,,,,,,,,,['R004'],['C00016'],,
393,E0000394,Conduct Initial Interview,2024-12-21 10:35:17.823636+00:00,,,,,Pass,,,,,['R004'],['C00016'],,
394,E0000395,Send Assessment,2024-12-22 01:35:17.823636+00:00,,,,,,,,,,,['C00016'],['A00279'],
395,E0000396,Complete Assessment,2024-12-24 08:35:17.823636+00:00,,,,,,,,,,,['C00016'],['A00279'],
396,E0000397,Review Assessment,2024-12-25 02:35:17.823636+00:00,,,,,,Fail,,,['HM010'],,['C00016'],['A00279'],
397,E0000398,Send Rejection Letter,2024-12-25 11:35:17.823636+00:00,,,,,,,,,,,['C00016'],,
398,E0000399,Submit Application,2024-12-25 12:24:17.823636+00:00,,,,,,,,['JR028'],,,['C00017'],,
399,E0000400,Screen Resume,2024-12-25 15:24:17.823636+00:00,,,,R001,,,,,,['R001'],['C00017'],,
400,E0000401,Schedule Initial Interview,2024-12-26 10:24:17.823636+00:00,,,,,,,,,,['R001'],['C00017'],,
401,E0000402,Conduct Initial Interview,2024-12-29 01:24:17.823636+00:00,,,,,Fail,,,,,['R001'],['C00017'],,
402,E0000403,Send Rejection Letter,2024-12-29 03:24:17.823636+00:00,,,,,,,,,,,['C00017'],,
403,E0000404,Submit Application,2024-12-29 03:50:17.823636+00:00,,,,,,,,['JR029'],,,['C00018'],,
404,E0000405,Screen Resume,2024-12-29 04:12:17.823636+00:00,,,,R003,,,,,,['R003'],['C00018'],,
405,E0000406,Schedule Initial Interview,2024-12-30 00:12:17.823636+00:00,,,,,,,,,,['R003'],['C00018'],,
406,E0000407,Conduct Initial Interview,2024-12-31 04:12:17.823636+00:00,,,,,Pass,,,,,['R003'],['C00018'],,
407,E0000408,Send Assessment,2024-12-31 13:12:17.823636+00:00,,,,,,,,,,,['C00018'],['A00783'],
408,E0000409,Complete Assessment,2025-01-02 03:12:17.823636+00:00,,,,,,,,,,,['C00018'],['A00783'],
409,E0000410,Review Assessment,2025-01-02 07:12:17.823636+00:00,,,,,,Fail,,,['HM010'],,['C00018'],['A00783'],
410,E0000411,Send Rejection Letter,2025-01-03 07:12:17.823636+00:00,,,,,,,,,,,['C00018'],,
411,E0000412,Submit Application,2025-01-03 07:24:17.823636+00:00,,,,,,,,['JR056'],,,['C00019'],,
412,E0000413,Screen Resume,2025-01-03 09:24:17.823636+00:00,,,,R010,,,,,,['R010'],['C00019'],,
413,E0000414,Schedule Initial Interview,2025-01-05 04:24:17.823636+00:00,,,,,,,,,,['R010'],['C00019'],,
414,E0000415,Conduct Initial Interview,2025-01-07 02:24:17.823636+00:00,,,,,Pass,,,,,['R010'],['C00019'],,
415,E0000416,Send Assessment,2025-01-08 02:24:17.823636+00:00,,,,,,,,,,,['C00019'],['A00407'],
416,E0000417,Complete Assessment,2025-01-08 08:24:17.823636+00:00,,,,,,,,,,,['C00019'],['A00407'],
417,E0000418,Review Assessment,2025-01-09 02:24:17.823636+00:00,,,,,,Pass,,,['HM005'],,['C00019'],['A00407'],
418,E0000419,Schedule Panel Interview,2025-01-11 08:24:17.823636+00:00,,,,,,,,,,,['C00019'],,"['I037', 'I028', 'I026']"
419,E0000420,Conduct Panel Interview,2025-01-15 10:24:17.823636+00:00,,,,,,,,,,,['C00019'],,"['I037', 'I028', 'I026']"
420,E0000421,Evaluate Interview,2025-01-15 14:24:17.823636+00:00,,,,,,,Reject,,['HM005'],,['C00019'],,
421,E0000422,Send Rejection Letter,2025-01-15 15:24:17.823636+00:00,,,,,,,,,,,['C00019'],,
422,E0000423,Submit Application,2025-01-15 15:35:17.823636+00:00,,,,,,,,['JR042'],,,['C00020'],,
423,E0000424,Screen Resume,2025-01-15 17:09:17.823636+00:00,,,,R002,,,,,,['R002'],['C00020'],,
424,E0000425,Schedule Initial Interview,2025-01-17 14:09:17.823636+00:00,,,,,,,,,,['R002'],['C00020'],,
425,E0000426,Conduct Initial Interview,2025-01-19 13:09:17.823636+00:00,,,,,Pass,,,,,['R002'],['C00020'],,
426,E0000427,Send Assessment,2025-01-19 17:09:17.823636+00:00,,,,,,,,,,,['C00020'],['A00448'],
427,E0000428,Complete Assessment,2025-01-21 01:09:17.823636+00:00,,,,,,,,,,,['C00020'],['A00448'],
428,E0000429,Review Assessment,2025-01-21 17:09:17.823636+00:00,,,,,,Pass,,,['HM018'],,['C00020'],['A00448'],
429,E0000430,Schedule Panel Interview,2025-01-22 22:09:17.823636+00:00,,,,,,,,,,,['C00020'],,"['I020', 'I048', 'I022']"
430,E0000431,Conduct Panel Interview,2025-01-27 11:09:17.823636+00:00,,,,,,,,,,,['C00020'],,"['I020', 'I048', 'I022']"
431,E0000432,Evaluate Interview,2025-01-27 17:09:17.823636+00:00,,,,,,,Proceed,,['HM018'],,['C00020'],,
432,E0000433,Initiate Background Check,2025-01-28 10:09:17.823636+00:00,,,,,,,,,,,['C00020'],,
433,E0000434,Complete Background Check,2025-02-08 10:09:17.823636+00:00,,,,,,Clear,,,,,['C00020'],,
434,E0000435,Prepare Offer Letter,2025-02-09 03:09:17.823636+00:00,,,,,,,,,['HM018'],,['C00020'],,
435,E0000436,Send Offer Letter,2025-02-09 20:09:17.823636+00:00,,,,,,,,,,,['C00020'],,
436,E0000437,Candidate Reject Offer,2025-02-11 22:09:17.823636+00:00,,,,,,,,,,,['C00020'],,
437,E0000438,Submit Application,2025-02-11 22:32:17.823636+00:00,,,,,,,,['JR045'],,,['C00021'],,
438,E0000439,Screen Resume,2025-02-12 00:31:17.823636+00:00,,,,R006,,,,,,['R006'],['C00021'],,
439,E0000440,Send Rejection Letter,2025-02-12 05:31:17.823636+00:00,,,,,,,,,,,['C00021'],,
440,E0000441,Submit Application,2025-02-12 05:38:17.823636+00:00,,,,,,,,['JR031'],,,['C00022'],,
441,E0000442,Screen Resume,2025-02-12 07:38:17.823636+00:00,,,,R010,,,,,,['R010'],['C00022'],,
442,E0000443,Schedule Initial Interview,2025-02-12 17:38:17.823636+00:00,,,,,,,,,,['R010'],['C00022'],,
443,E0000444,Conduct Initial Interview,2025-02-13 03:38:17.823636+00:00,,,,,Pass,,,,,['R010'],['C00022'],,
444,E0000445,Send Assessment,2025-02-14 00:38:17.823636+00:00,,,,,,,,,,,['C00022'],['A00975'],
445,E0000446,Complete Assessment,2025-02-16 16:38:17.823636+00:00,,,,,,,,,,,['C00022'],['A00975'],
446,E0000447,Review Assessment,2025-02-17 14:38:17.823636+00:00,,,,,,Fail,,,['HM018'],,['C00022'],['A00975'],
447,E0000448,Send Rejection Letter,2025-02-18 12:38:17.823636+00:00,,,,,,,,,,,['C00022'],,
448,E0000449,Submit Application,2025-02-18 13:20:17.823636+00:00,,,,,,,,['JR073'],,,['C00023'],,
449,E0000450,Screen Resume,2025-02-18 16:20:17.823636+00:00,,,,R006,,,,,,['R006'],['C00023'],,
450,E0000451,Send Rejection Letter,2025-02-19 13:20:17.823636+00:00,,,,,,,,,,,['C00023'],,
451,E0000452,Submit Application,2025-02-19 13:30:17.823636+00:00,,,,,,,,['JR041'],,,['C00024'],,
452,E0000453,Screen Resume,2025-02-19 17:30:17.823636+00:00,,,,R003,,,,,,['R003'],['C00024'],,
453,E0000454,Schedule Initial Interview,2025-02-20 13:30:17.823636+00:00,,,,,,,,,,['R003'],['C00024'],,
454,E0000455,Conduct Initial Interview,2025-02-22 01:30:17.823636+00:00,,,,,Pass,,,,,['R003'],['C00024'],,
