,eid,timestamp,activity,Customer_Order,Transport_Document,Vehicle,Container
328,load_truck_hu96,2023-05-31T07:41:31.000Z,Load Truck,,,,['cr29']
329,drive_term_cr32,2023-05-31T07:48:50.000Z,Drive to Terminal,,,,['cr32']
330,drive_term_cr35,2023-05-31T07:54:14.000Z,Drive to Terminal,,,,['cr35']
331,drive_term_cr29,2023-05-31T07:54:16.000Z,Drive to Terminal,,,,['cr29']
332,weigh_cr32,2023-05-31T07:54:20.000Z,Weigh,,,,['cr32']
333,weigh_cr35,2023-05-31T07:56:46.000Z,Weigh,,,,['cr35']
334,stock_cr32,2023-05-31T07:56:55.000Z,Place in Stock,,,,['cr32']
335,stock_cr35,2023-05-31T07:57:35.000Z,Place in Stock,,,,['cr35']
336,weigh_cr29,2023-05-31T07:58:56.000Z,Weigh,,,,['cr29']
337,stock_cr29,2023-05-31T07:59:56.000Z,Place in Stock,,,,['cr29']
338,pick_cr36,2023-05-31T08:48:47.000Z,Pick Up Empty Container,,,,['cr36']
339,collect_hu108,2023-05-31T08:48:47.000Z,Collect Goods,,,,
340,collect_hu112,2023-05-31T08:55:15.000Z,Collect Goods,,,,
341,collect_hu110,2023-05-31T08:56:11.000Z,Collect Goods,,,,
342,collect_hu107,2023-05-31T08:57:55.000Z,Collect Goods,,,,
343,drive_term_cr26,2023-05-31T08:59:05.000Z,Drive to Terminal,,,,['cr26']
344,load_truck_hu112,2023-05-31T09:57:25.000Z,Load Truck,,,,['cr36']
345,load_truck_hu110,2023-05-31T09:58:05.000Z,Load Truck,,,,['cr36']
346,load_truck_hu108,2023-05-31T09:59:58.000Z,Load Truck,,,,['cr36']
347,weigh_cr26,2023-05-31T10:02:40.000Z,Weigh,,,,['cr26']
348,collect_hu111,2023-05-31T10:03:09.000Z,Collect Goods,,,,
349,reg_co14,2023-05-31T10:15:58.000Z,Register Customer Order,['co14'],,,
350,stock_cr26,2023-05-31T11:04:45.000Z,Place in Stock,,,,['cr26']
351,collect_hu109,2023-05-31T11:06:08.000Z,Collect Goods,,,,
352,load_truck_hu107,2023-05-31T12:03:31.000Z,Load Truck,,,,['cr36']
353,load_truck_hu111,2023-05-31T12:05:26.000Z,Load Truck,,,,['cr36']
354,load_truck_hu109,2023-05-31T12:06:22.000Z,Load Truck,,,,['cr36']
355,drive_term_cr36,2023-05-31T12:20:48.000Z,Drive to Terminal,,,,['cr36']
356,weigh_cr36,2023-05-31T12:22:02.000Z,Weigh,,,,['cr36']
357,stock_cr36,2023-05-31T12:23:50.000Z,Place in Stock,,,,['cr36']
358,pick_cr34,2023-05-31T14:48:04.000Z,Pick Up Empty Container,,,,['cr34']
359,collect_hu113,2023-05-31T14:48:04.000Z,Collect Goods,,,,
360,collect_hu114,2023-05-31T14:50:04.000Z,Collect Goods,,,,
361,collect_hu115,2023-05-31T14:51:45.000Z,Collect Goods,,,,
362,create_td11,2023-05-31T15:36:36.000Z,Create Transport Document,['co12'],['td11'],,
363,reg_co15,2023-05-31T15:56:38.000Z,Register Customer Order,['co15'],,,
364,load_truck_hu113,2023-05-31T16:23:12.000Z,Load Truck,,,,['cr34']
365,load_truck_hu115,2023-05-31T16:34:26.000Z,Load Truck,,,,['cr34']
366,load_truck_hu114,2023-05-31T16:44:41.000Z,Load Truck,,,,['cr34']
367,pick_cr31,2023-05-31T18:56:40.000Z,Pick Up Empty Container,,,,['cr31']
368,collect_hu119,2023-05-31T18:56:40.000Z,Collect Goods,,,,
369,pick_cr38,2023-05-31T21:42:50.000Z,Pick Up Empty Container,,,,['cr38']
370,pick_cr23,2023-06-01T04:21:42.000Z,Pick Up Empty Container,,,,['cr23']
371,pick_cr25,2023-06-01T04:28:43.000Z,Pick Up Empty Container,,,,['cr25']
372,to_bay_cr24,2023-06-01T05:14:36.000Z,Bring to Loading Bay,,,,['cr24']
373,load_veh_cr24,2023-06-01T05:16:08.000Z,Load to Vehicle,,,['vh2'],['cr24']
374,to_bay_cr33,2023-06-01T05:16:56.000Z,Bring to Loading Bay,,,,['cr33']
375,load_veh_cr33,2023-06-01T05:18:07.000Z,Load to Vehicle,,,['vh2'],['cr33']
376,book_vehs_td11,2023-06-01T05:50:49.000Z,Book Vehicles,,['td11'],['vh6'],
377,pick_cr22,2023-06-01T06:06:52.000Z,Pick Up Empty Container,,,,['cr22']
378,collect_hu139,2023-06-01T06:07:05.000Z,Collect Goods,,,,
379,drive_term_cr34,2023-06-01T06:11:59.000Z,Drive to Terminal,,,,['cr34']
380,weigh_cr34,2023-06-01T06:13:10.000Z,Weigh,,,,['cr34']
381,stock_cr34,2023-06-01T06:14:47.000Z,Place in Stock,,,,['cr34']
382,collect_hu134,2023-06-01T06:15:11.000Z,Collect Goods,,,,
383,collect_hu121,2023-06-01T06:16:26.000Z,Collect Goods,,,,
384,collect_hu118,2023-06-01T06:19:54.000Z,Collect Goods,,,,
385,collect_hu141,2023-06-01T06:22:43.000Z,Collect Goods,,,,
386,collect_hu125,2023-06-01T06:28:05.000Z,Collect Goods,,,,
387,load_truck_hu125,2023-06-01T06:29:16.000Z,Load Truck,,,,['cr38']
388,collect_hu123,2023-06-01T06:29:16.000Z,Collect Goods,,,,
389,collect_hu142,2023-06-01T06:31:28.000Z,Collect Goods,,,,
390,collect_hu135,2023-06-01T06:35:38.000Z,Collect Goods,,,,
391,load_truck_hu121,2023-06-01T06:35:57.000Z,Load Truck,,,,['cr31']
392,load_truck_hu123,2023-06-01T06:36:55.000Z,Load Truck,,,,['cr38']
393,collect_hu129,2023-06-01T06:38:36.000Z,Collect Goods,,,,
394,load_truck_hu118,2023-06-01T06:38:50.000Z,Load Truck,,,,['cr31']
395,load_truck_hu119,2023-06-01T06:39:54.000Z,Load Truck,,,,['cr31']
396,load_truck_hu129,2023-06-01T06:41:18.000Z,Load Truck,,,,['cr23']
397,collect_hu133,2023-06-01T06:41:18.000Z,Collect Goods,,,,
398,collect_hu116,2023-06-01T06:44:13.000Z,Collect Goods,,,,
399,load_truck_hu116,2023-06-01T06:46:44.000Z,Load Truck,,,,['cr31']
400,collect_hu120,2023-06-01T06:46:44.000Z,Collect Goods,,,,
401,load_truck_hu141,2023-06-01T06:47:55.000Z,Load Truck,,,,['cr22']
402,load_truck_hu133,2023-06-01T06:50:48.000Z,Load Truck,,,,['cr23']
403,create_td12,2023-06-01T06:51:06.000Z,Create Transport Document,['co14'],['td12'],,
404,load_truck_hu142,2023-06-01T06:51:58.000Z,Load Truck,,,,['cr22']
405,load_truck_hu134,2023-06-01T07:44:26.000Z,Load Truck,,,,['cr25']
406,load_truck_hu139,2023-06-01T07:45:34.000Z,Load Truck,,,,['cr25']
407,load_truck_hu120,2023-06-01T07:47:08.000Z,Load Truck,,,,['cr31']
408,collect_hu137,2023-06-01T07:47:08.000Z,Collect Goods,,,,
409,load_truck_hu135,2023-06-01T07:47:43.000Z,Load Truck,,,,['cr25']
410,load_truck_hu137,2023-06-01T07:50:01.000Z,Load Truck,,,,['cr25']
411,collect_hu117,2023-06-01T07:50:01.000Z,Collect Goods,,,,
412,load_truck_hu117,2023-06-01T07:52:04.000Z,Load Truck,,,,['cr31']
413,collect_hu128,2023-06-01T07:52:04.000Z,Collect Goods,,,,
414,load_truck_hu128,2023-06-01T07:55:12.000Z,Load Truck,,,,['cr23']
415,collect_hu122,2023-06-01T07:55:12.000Z,Collect Goods,,,,
416,book_vehs_td12,2023-06-01T08:11:15.000Z,Book Vehicles,,['td12'],['vh6'],
417,create_td13,2023-06-01T08:46:25.000Z,Create Transport Document,['co13'],['td13'],,
418,load_truck_hu122,2023-06-01T08:58:11.000Z,Load Truck,,,,['cr38']
419,collect_hu144,2023-06-01T08:58:11.000Z,Collect Goods,,,,
420,drive_term_cr31,2023-06-01T08:59:59.000Z,Drive to Terminal,,,,['cr31']
421,order_crs_td12,2023-06-01T09:12:06.000Z,Order Empty Containers,,['td12'],,"['cr42', 'cr43', 'cr44', 'cr45']"
422,order_crs_td11,2023-06-01T09:52:39.000Z,Order Empty Containers,,['td11'],,"['cr40', 'cr41']"
423,book_vehs_td13,2023-06-01T09:55:35.000Z,Book Vehicles,,['td13'],['vh6'],
424,weigh_cr31,2023-06-01T10:00:48.000Z,Weigh,,,,['cr31']
425,load_truck_hu144,2023-06-01T10:01:02.000Z,Load Truck,,,,['cr22']
426,collect_hu143,2023-06-01T10:01:02.000Z,Collect Goods,,,,
427,pick_cr45,2023-06-01T10:03:06.000Z,Pick Up Empty Container,,,,['cr45']
428,reg_co16,2023-06-01T10:47:58.000Z,Register Customer Order,['co16'],,,
429,collect_hu130,2023-06-01T11:03:16.000Z,Collect Goods,,,,
430,load_truck_hu130,2023-06-01T11:04:07.000Z,Load Truck,,,,['cr23']
431,collect_hu127,2023-06-01T11:04:07.000Z,Collect Goods,,,,
432,stock_cr31,2023-06-01T11:04:53.000Z,Place in Stock,,,,['cr31']
433,load_truck_hu127,2023-06-01T11:06:35.000Z,Load Truck,,,,['cr38']
434,collect_hu146,2023-06-01T11:06:35.000Z,Collect Goods,,,,
435,load_truck_hu143,2023-06-01T11:06:54.000Z,Load Truck,,,,['cr22']
436,collect_hu124,2023-06-01T11:12:01.000Z,Collect Goods,,,,
437,load_truck_hu124,2023-06-01T11:12:52.000Z,Load Truck,,,,['cr38']
438,collect_hu148,2023-06-01T11:12:52.000Z,Collect Goods,,,,
439,collect_hu149,2023-06-01T11:15:51.000Z,Collect Goods,,,,
440,collect_hu145,2023-06-01T11:16:43.000Z,Collect Goods,,,,
441,load_truck_hu145,2023-06-01T11:22:42.000Z,Load Truck,,,,['cr22']
442,collect_hu136,2023-06-01T11:22:42.000Z,Collect Goods,,,,
443,load_truck_hu136,2023-06-01T11:24:18.000Z,Load Truck,,,,['cr25']
444,collect_hu132,2023-06-01T11:24:18.000Z,Collect Goods,,,,
445,load_truck_hu132,2023-06-01T11:27:58.000Z,Load Truck,,,,['cr23']
446,collect_hu131,2023-06-01T11:27:58.000Z,Collect Goods,,,,
447,load_truck_hu146,2023-06-01T11:28:08.000Z,Load Truck,,,,['cr45']
448,load_truck_hu148,2023-06-01T11:31:29.000Z,Load Truck,,,,['cr45']
449,load_truck_hu131,2023-06-01T11:31:36.000Z,Load Truck,,,,['cr23']
450,collect_hu126,2023-06-01T11:31:36.000Z,Collect Goods,,,,
451,load_truck_hu126,2023-06-01T11:33:40.000Z,Load Truck,,,,['cr38']
452,collect_hu140,2023-06-01T11:33:40.000Z,Collect Goods,,,,
453,load_truck_hu140,2023-06-01T11:36:11.000Z,Load Truck,,,,['cr22']
454,collect_hu138,2023-06-01T11:36:11.000Z,Collect Goods,,,,
455,load_truck_hu149,2023-06-01T11:36:44.000Z,Load Truck,,,,['cr45']
456,load_truck_hu138,2023-06-01T11:37:44.000Z,Load Truck,,,,['cr25']
457,collect_hu147,2023-06-01T11:37:44.000Z,Collect Goods,,,,
458,load_truck_hu147,2023-06-01T11:41:30.000Z,Load Truck,,,,['cr45']
459,drive_term_cr38,2023-06-01T11:47:22.000Z,Drive to Terminal,,,,['cr38']
460,weigh_cr38,2023-06-01T11:49:15.000Z,Weigh,,,,['cr38']
461,stock_cr38,2023-06-01T11:51:36.000Z,Place in Stock,,,,['cr38']
462,drive_term_cr45,2023-06-01T11:57:49.000Z,Drive to Terminal,,,,['cr45']
463,drive_term_cr23,2023-06-01T12:50:19.000Z,Drive to Terminal,,,,['cr23']
464,weigh_cr23,2023-06-01T12:51:39.000Z,Weigh,,,,['cr23']
465,stock_cr23,2023-06-01T12:53:06.000Z,Place in Stock,,,,['cr23']
466,weigh_cr45,2023-06-01T12:58:56.000Z,Weigh,,,,['cr45']
467,order_crs_td13,2023-06-01T13:00:03.000Z,Order Empty Containers,,['td13'],,"['cr46', 'cr47', 'cr48', 'cr49']"
468,drive_term_cr22,2023-06-01T13:02:36.000Z,Drive to Terminal,,,,['cr22']
469,weigh_cr22,2023-06-01T13:04:23.000Z,Weigh,,,,['cr22']
470,drive_term_cr25,2023-06-01T13:04:38.000Z,Drive to Terminal,,,,['cr25']
471,weigh_cr25,2023-06-01T13:06:18.000Z,Weigh,,,,['cr25']
472,stock_cr22,2023-06-01T13:07:13.000Z,Place in Stock,,,,['cr22']
473,stock_cr25,2023-06-01T13:07:31.000Z,Place in Stock,,,,['cr25']
474,stock_cr45,2023-06-01T13:59:02.000Z,Place in Stock,,,,['cr45']
475,reg_co17,2023-06-01T17:00:38.000Z,Register Customer Order,['co17'],,,
476,pick_cr6,2023-06-01T18:17:26.000Z,Pick Up Empty Container,,,,['cr6']
477,collect_hu155,2023-06-01T18:17:26.000Z,Collect Goods,,,,
478,pick_cr13,2023-06-02T04:38:35.000Z,Pick Up Empty Container,,,,['cr13']
479,pick_cr42,2023-06-02T04:44:16.000Z,Pick Up Empty Container,,,,['cr42']
480,collect_hu156,2023-06-02T05:20:50.000Z,Collect Goods,,,,
481,collect_hu165,2023-06-02T05:26:32.000Z,Collect Goods,,,,
482,collect_hu151,2023-06-02T05:28:57.000Z,Collect Goods,,,,
483,collect_hu167,2023-06-02T05:33:13.000Z,Collect Goods,,,,
484,collect_hu163,2023-06-02T05:36:15.000Z,Collect Goods,,,,
485,collect_hu157,2023-06-02T05:37:38.000Z,Collect Goods,,,,
486,collect_hu160,2023-06-02T05:43:59.000Z,Collect Goods,,,,
487,collect_hu153,2023-06-02T05:48:14.000Z,Collect Goods,,,,
488,collect_hu150,2023-06-02T05:57:35.000Z,Collect Goods,,,,
489,pick_cr9,2023-06-02T06:13:42.000Z,Pick Up Empty Container,,,,['cr9']
490,load_truck_hu157,2023-06-02T06:28:36.000Z,Load Truck,,,,['cr13']
491,load_truck_hu163,2023-06-02T06:35:05.000Z,Load Truck,,,,['cr42']
492,load_truck_hu160,2023-06-02T06:37:00.000Z,Load Truck,,,,['cr13']
493,load_truck_hu156,2023-06-02T06:40:31.000Z,Load Truck,,,,['cr13']
494,load_truck_hu165,2023-06-02T06:42:55.000Z,Load Truck,,,,['cr42']
495,load_truck_hu167,2023-06-02T06:49:22.000Z,Load Truck,,,,['cr42']
496,collect_hu158,2023-06-02T07:13:40.000Z,Collect Goods,,,,
497,load_truck_hu158,2023-06-02T07:17:22.000Z,Load Truck,,,,['cr13']
498,collect_hu152,2023-06-02T07:17:22.000Z,Collect Goods,,,,
499,collect_hu169,2023-06-02T07:18:47.000Z,Collect Goods,,,,
500,collect_hu173,2023-06-02T07:20:05.000Z,Collect Goods,,,,
501,collect_hu161,2023-06-02T07:21:11.000Z,Collect Goods,,,,
502,load_truck_hu161,2023-06-02T07:23:38.000Z,Load Truck,,,,['cr13']
503,collect_hu168,2023-06-02T07:23:38.000Z,Collect Goods,,,,
504,collect_hu172,2023-06-02T07:24:17.000Z,Collect Goods,,,,
505,collect_hu170,2023-06-02T07:29:51.000Z,Collect Goods,,,,
506,collect_hu171,2023-06-02T07:31:30.000Z,Collect Goods,,,,
507,collect_hu154,2023-06-02T07:32:24.000Z,Collect Goods,,,,
508,collect_hu162,2023-06-02T07:40:40.000Z,Collect Goods,,,,
509,load_truck_hu162,2023-06-02T07:44:21.000Z,Load Truck,,,,['cr42']
510,collect_hu159,2023-06-02T07:44:21.000Z,Collect Goods,,,,
511,load_truck_hu159,2023-06-02T07:45:01.000Z,Load Truck,,,,['cr13']
512,collect_hu164,2023-06-02T07:45:01.000Z,Collect Goods,,,,
513,load_truck_hu164,2023-06-02T07:46:31.000Z,Load Truck,,,,['cr42']
514,collect_hu166,2023-06-02T07:46:31.000Z,Collect Goods,,,,
515,load_truck_hu154,2023-06-02T07:50:50.000Z,Load Truck,,,,['cr6']
516,load_truck_hu151,2023-06-02T07:51:55.000Z,Load Truck,,,,['cr6']
517,load_truck_hu166,2023-06-02T07:52:19.000Z,Load Truck,,,,['cr42']
518,load_truck_hu155,2023-06-02T07:56:01.000Z,Load Truck,,,,['cr6']
519,load_truck_hu150,2023-06-02T07:58:26.000Z,Load Truck,,,,['cr6']
520,load_truck_hu152,2023-06-02T07:59:50.000Z,Load Truck,,,,['cr6']
521,load_truck_hu169,2023-06-02T08:24:46.000Z,Load Truck,,,,['cr9']
522,load_truck_hu172,2023-06-02T08:27:52.000Z,Load Truck,,,,['cr9']
523,load_truck_hu173,2023-06-02T08:33:30.000Z,Load Truck,,,,['cr9']
524,load_truck_hu170,2023-06-02T08:35:04.000Z,Load Truck,,,,['cr9']
525,load_truck_hu171,2023-06-02T08:36:47.000Z,Load Truck,,,,['cr9']
526,load_truck_hu168,2023-06-02T08:39:36.000Z,Load Truck,,,,['cr9']
527,drive_term_cr42,2023-06-02T08:58:41.000Z,Drive to Terminal,,,,['cr42']
528,depart_vh2,2023-06-02T09:00:00.000Z,Depart,,"['td6', 'td9']",['vh2'],"['cr24', 'cr33']"
529,load_truck_hu153,2023-06-02T09:00:39.000Z,Load Truck,,,,['cr6']
530,pick_cr20,2023-06-02T09:03:39.000Z,Pick Up Empty Container,,,,['cr20']
531,collect_hu175,2023-06-02T09:03:39.000Z,Collect Goods,,,,
532,collect_hu174,2023-06-02T09:06:01.000Z,Collect Goods,,,,
533,drive_term_cr6,2023-06-02T09:14:17.000Z,Drive to Terminal,,,,['cr6']
534,weigh_cr6,2023-06-02T09:19:55.000Z,Weigh,,,,['cr6']
535,stock_cr6,2023-06-02T09:23:14.000Z,Place in Stock,,,,['cr6']
536,drive_term_cr13,2023-06-02T09:26:31.000Z,Drive to Terminal,,,,['cr13']
537,weigh_cr13,2023-06-02T09:27:51.000Z,Weigh,,,,['cr13']
538,load_truck_hu174,2023-06-02T09:28:44.000Z,Load Truck,,,,['cr20']
539,load_truck_hu175,2023-06-02T09:29:39.000Z,Load Truck,,,,['cr20']
540,stock_cr13,2023-06-02T09:30:03.000Z,Place in Stock,,,,['cr13']
541,drive_term_cr20,2023-06-02T09:43:17.000Z,Drive to Terminal,,,,['cr20']
542,weigh_cr20,2023-06-02T09:47:53.000Z,Weigh,,,,['cr20']
543,stock_cr20,2023-06-02T09:49:35.000Z,Place in Stock,,,,['cr20']
544,weigh_cr42,2023-06-02T10:00:43.000Z,Weigh,,,,['cr42']
545,drive_term_cr9,2023-06-02T10:15:32.000Z,Drive to Terminal,,,,['cr9']
546,stock_cr42,2023-06-02T11:02:06.000Z,Place in Stock,,,,['cr42']
547,weigh_cr9,2023-06-02T11:23:57.000Z,Weigh,,,,['cr9']
548,stock_cr9,2023-06-02T11:24:58.000Z,Place in Stock,,,,['cr9']
549,reg_co18,2023-06-02T12:49:13.000Z,Register Customer Order,['co18'],,,
550,pick_cr19,2023-06-02T21:30:41.000Z,Pick Up Empty Container,,,,['cr19']
551,collect_hu176,2023-06-02T21:30:41.000Z,Collect Goods,,,,
552,pick_cr47,2023-06-03T00:10:24.000Z,Pick Up Empty Container,,,,['cr47']
553,pick_cr48,2023-06-03T00:46:54.000Z,Pick Up Empty Container,,,,['cr48']
554,pick_cr27,2023-06-03T01:54:36.000Z,Pick Up Empty Container,,,,['cr27']
555,pick_cr18,2023-06-03T10:29:52.000Z,Pick Up Empty Container,,,,['cr18']
556,pick_cr46,2023-06-05T01:03:32.000Z,Pick Up Empty Container,,,,['cr46']
557,collect_hu189,2023-06-05T05:32:49.000Z,Collect Goods,,,,
558,collect_hu199,2023-06-05T05:34:26.000Z,Collect Goods,,,,
559,to_bay_cr34,2023-06-05T05:36:05.000Z,Bring to Loading Bay,,,,['cr34']
560,to_bay_cr32,2023-06-05T05:36:45.000Z,Bring to Loading Bay,,,,['cr32']
561,collect_hu197,2023-06-05T05:37:24.000Z,Collect Goods,,,,
562,load_veh_cr34,2023-06-05T05:37:54.000Z,Load to Vehicle,,,['vh3'],['cr34']
563,to_bay_cr31,2023-06-05T05:40:51.000Z,Bring to Loading Bay,,,,['cr31']
564,load_veh_cr32,2023-06-05T05:42:15.000Z,Load to Vehicle,,,['vh3'],['cr32']
565,collect_hu187,2023-06-05T05:44:35.000Z,Collect Goods,,,,
566,collect_hu193,2023-06-05T05:49:38.000Z,Collect Goods,,,,
567,collect_hu190,2023-06-05T05:53:26.000Z,Collect Goods,,,,
568,load_truck_hu187,2023-06-05T05:55:18.000Z,Load Truck,,,,['cr47']
569,load_veh_cr31,2023-06-05T05:58:11.000Z,Load to Vehicle,,,['vh3'],['cr31']
570,load_truck_hu199,2023-06-05T06:14:34.000Z,Load Truck,,,,['cr18']
571,load_truck_hu176,2023-06-05T06:15:49.000Z,Load Truck,,,,['cr19']
572,load_truck_hu197,2023-06-05T06:18:05.000Z,Load Truck,,,,['cr18']
573,load_truck_hu193,2023-06-05T06:31:46.000Z,Load Truck,,,,['cr48']
574,load_truck_hu189,2023-06-05T06:34:19.000Z,Load Truck,,,,['cr48']
575,load_truck_hu190,2023-06-05T07:01:05.000Z,Load Truck,,,,['cr48']
576,collect_hu188,2023-06-05T07:01:05.000Z,Collect Goods,,,,
577,collect_hu183,2023-06-05T07:04:08.000Z,Collect Goods,,,,
578,load_truck_hu188,2023-06-05T07:06:35.000Z,Load Truck,,,,['cr48']
579,load_truck_hu183,2023-06-05T07:07:35.000Z,Load Truck,,,,['cr47']
580,collect_hu178,2023-06-05T07:07:35.000Z,Collect Goods,,,,
581,load_truck_hu178,2023-06-05T07:16:10.000Z,Load Truck,,,,['cr19']
582,collect_hu191,2023-06-05T07:16:10.000Z,Collect Goods,,,,
583,load_truck_hu191,2023-06-05T07:17:36.000Z,Load Truck,,,,['cr48']
584,collect_hu202,2023-06-05T07:17:36.000Z,Collect Goods,,,,
585,load_truck_hu202,2023-06-05T07:22:26.000Z,Load Truck,,,,['cr46']
586,collect_hu205,2023-06-05T07:22:26.000Z,Collect Goods,,,,
587,collect_hu177,2023-06-05T07:23:04.000Z,Collect Goods,,,,
588,load_truck_hu177,2023-06-05T07:24:02.000Z,Load Truck,,,,['cr19']
589,collect_hu195,2023-06-05T07:24:02.000Z,Collect Goods,,,,
590,load_truck_hu205,2023-06-05T07:24:46.000Z,Load Truck,,,,['cr46']
591,load_truck_hu195,2023-06-05T07:29:02.000Z,Load Truck,,,,['cr18']
592,collect_hu196,2023-06-05T07:29:02.000Z,Collect Goods,,,,
593,collect_hu186,2023-06-05T07:31:45.000Z,Collect Goods,,,,
594,load_truck_hu196,2023-06-05T07:32:50.000Z,Load Truck,,,,['cr18']
595,load_truck_hu186,2023-06-05T07:32:56.000Z,Load Truck,,,,['cr47']
596,collect_hu201,2023-06-05T07:32:56.000Z,Collect Goods,,,,
597,load_truck_hu201,2023-06-05T07:35:36.000Z,Load Truck,,,,['cr46']
598,collect_hu180,2023-06-05T07:35:36.000Z,Collect Goods,,,,
599,load_truck_hu180,2023-06-05T07:36:46.000Z,Load Truck,,,,['cr19']
600,collect_hu194,2023-06-05T07:36:46.000Z,Collect Goods,,,,
601,load_truck_hu194,2023-06-05T07:40:24.000Z,Load Truck,,,,['cr27']
602,collect_hu185,2023-06-05T07:40:24.000Z,Collect Goods,,,,
603,load_truck_hu185,2023-06-05T07:43:41.000Z,Load Truck,,,,['cr47']
604,collect_hu203,2023-06-05T07:43:41.000Z,Collect Goods,,,,
605,load_truck_hu203,2023-06-05T07:50:54.000Z,Load Truck,,,,['cr46']
606,collect_hu192,2023-06-05T07:50:54.000Z,Collect Goods,,,,
607,load_truck_hu192,2023-06-05T07:54:05.000Z,Load Truck,,,,['cr48']
608,collect_hu182,2023-06-05T07:54:05.000Z,Collect Goods,,,,
609,load_truck_hu182,2023-06-05T07:55:04.000Z,Load Truck,,,,['cr47']
610,collect_hu184,2023-06-05T07:55:04.000Z,Collect Goods,,,,
611,load_truck_hu184,2023-06-05T07:59:09.000Z,Load Truck,,,,['cr47']
612,collect_hu181,2023-06-05T07:59:09.000Z,Collect Goods,,,,
613,load_truck_hu181,2023-06-05T08:59:25.000Z,Load Truck,,,,['cr19']
614,collect_hu198,2023-06-05T08:59:25.000Z,Collect Goods,,,,
615,drive_term_cr48,2023-06-05T09:02:07.000Z,Drive to Terminal,,,,['cr48']
616,pick_cr49,2023-06-05T09:02:07.000Z,Pick Up Empty Container,,,,['cr49']
617,weigh_cr48,2023-06-05T09:03:57.000Z,Weigh,,,,['cr48']
618,stock_cr48,2023-06-05T09:04:46.000Z,Place in Stock,,,,['cr48']
619,reg_co19,2023-06-05T09:06:22.000Z,Register Customer Order,['co19'],,,
620,drive_term_cr27,2023-06-05T09:06:49.000Z,Drive to Terminal,,,,['cr27']
621,weigh_cr27,2023-06-05T09:11:50.000Z,Weigh,,,,['cr27']
622,stock_cr27,2023-06-05T09:13:34.000Z,Place in Stock,,,,['cr27']
623,drive_term_cr47,2023-06-05T09:46:14.000Z,Drive to Terminal,,,,['cr47']
624,weigh_cr47,2023-06-05T09:49:54.000Z,Weigh,,,,['cr47']
625,stock_cr47,2023-06-05T09:52:55.000Z,Place in Stock,,,,['cr47']
626,load_truck_hu198,2023-06-05T10:00:26.000Z,Load Truck,,,,['cr18']
627,collect_hu179,2023-06-05T10:00:26.000Z,Collect Goods,,,,
628,create_td14,2023-06-05T10:05:58.000Z,Create Transport Document,['co15'],['td14'],,
629,load_truck_hu179,2023-06-05T11:05:59.000Z,Load Truck,,,,['cr19']
630,collect_hu208,2023-06-05T11:05:59.000Z,Collect Goods,,,,
631,load_truck_hu208,2023-06-05T11:08:39.000Z,Load Truck,,,,['cr49']
632,collect_hu204,2023-06-05T11:08:39.000Z,Collect Goods,,,,
633,create_td15,2023-06-05T11:13:25.000Z,Create Transport Document,['co11'],['td15'],,
634,load_truck_hu204,2023-06-05T11:17:59.000Z,Load Truck,,,,['cr46']
635,collect_hu206,2023-06-05T11:17:59.000Z,Collect Goods,,,,
636,collect_hu209,2023-06-05T11:19:21.000Z,Collect Goods,,,,
637,load_truck_hu209,2023-06-05T11:20:38.000Z,Load Truck,,,,['cr49']
638,collect_hu210,2023-06-05T11:20:38.000Z,Collect Goods,,,,
639,drive_term_cr19,2023-06-05T11:21:34.000Z,Drive to Terminal,,,,['cr19']
640,collect_hu200,2023-06-05T11:21:51.000Z,Collect Goods,,,,
641,load_truck_hu206,2023-06-05T11:23:51.000Z,Load Truck,,,,['cr46']
642,load_truck_hu200,2023-06-05T11:24:52.000Z,Load Truck,,,,['cr18']
643,collect_hu207,2023-06-05T11:24:52.000Z,Collect Goods,,,,
644,load_truck_hu210,2023-06-05T11:25:24.000Z,Load Truck,,,,['cr49']
645,weigh_cr19,2023-06-05T11:28:05.000Z,Weigh,,,,['cr19']
646,stock_cr19,2023-06-05T11:29:47.000Z,Place in Stock,,,,['cr19']
647,load_truck_hu207,2023-06-05T11:33:30.000Z,Load Truck,,,,['cr49']
648,book_vehs_td15,2023-06-05T11:38:19.000Z,Book Vehicles,,['td15'],"['vh5', 'vh8']",
649,drive_term_cr46,2023-06-05T11:39:30.000Z,Drive to Terminal,,,,['cr46']
650,weigh_cr46,2023-06-05T11:40:18.000Z,Weigh,,,,['cr46']
651,stock_cr46,2023-06-05T11:43:15.000Z,Place in Stock,,,,['cr46']
652,book_vehs_td14,2023-06-05T11:51:52.000Z,Book Vehicles,,['td14'],['vh5'],
653,order_crs_td15,2023-06-05T12:45:21.000Z,Order Empty Containers,,['td15'],,"['cr53', 'cr54', 'cr55', 'cr56', 'cr57']"
654,drive_term_cr18,2023-06-05T12:50:32.000Z,Drive to Terminal,,,,['cr18']
655,weigh_cr18,2023-06-05T12:51:12.000Z,Weigh,,,,['cr18']
656,stock_cr18,2023-06-05T12:52:24.000Z,Place in Stock,,,,['cr18']
657,drive_term_cr49,2023-06-05T13:07:24.000Z,Drive to Terminal,,,,['cr49']
658,weigh_cr49,2023-06-05T13:10:47.000Z,Weigh,,,,['cr49']
659,stock_cr49,2023-06-05T13:12:12.000Z,Place in Stock,,,,['cr49']
